main_colno	code	quality	ref	length	variant	genus	spec_epithet	cf	pair_name	survey	country	province	region	city	elev	lon	lat	prec	remark	genbank_id	sporocarp_sample_by	sporocarp_sample_date	dna_sample_by	dna_sample_date	pcr_by	pcr_date	seq_date	submitter	submit_date	ref_person	ref_date	author	doi	n_ch	loc_code	distance	direction	topo	habitat	local	specimen_id	locality_id
LE285724	SSU	NA	Undefined	547	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2570	41.692900	43.426017	25.0	NA	KP967242	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi6	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield at a N-exp. slope near a ridge, small Betula litvinovii thicket	snowfield at a N-exp. slope near a ridge, small Betula litvinovii thicket	7563	609
LE285722	SSU	NA	Undefined	547	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2570	41.692900	43.426017	25.0	NA	KP967223	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi6	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield at a N-exp. slope near a ridge, small Betula litvinovii thicket	snowfield at a N-exp. slope near a ridge, small Betula litvinovii thicket	7561	609
LE285713	SSU	NA	Undefined	546	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2567	41.692900	43.426017	25.0	NA	KP967228	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi4	5000.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	snowfield, steep N-exp. slope near a ridge	snowfield, steep N-exp. slope near a ridge	7552	586
LE285697	SSU	NA	Undefined	547	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2524	41.701433	43.425733	25.0	NA	KP967229	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi2	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	7535	563
LE285693	SSU	NA	Undefined	546	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2524	41.701433	43.425733	25.0	NA	KP967226	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi2	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	7531	563
LE285683	SSU	NA	Undefined	546	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2524	41.701433	43.425733	25.0	NA	KP967231	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi2	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	7521	563
LE285673	SSU	NA	Undefined	546	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2524	41.701433	43.425733	25.0	NA	KP967253	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi2	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	open snowfield, steep N-exp. slope, subalpine Rhododendron thickets with some Betula litvinovii	7511	563
LE285668	SSU	NA	Undefined	544	NA	Meriderma	carestiae	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2500	41.701833	43.425683	50.0	NA	KR068578	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	D.A. Erastova	NA	NA	TebNivi1	4500.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield, steep N-exp. slope in a avalanche gutter, subalpine meadow	open snowfield, steep N-exp. slope in a avalanche gutter, subalpine meadow	7506	548
LE285839	SSU	NA	Undefined	553	NA	Meriderma	carestiae var. retisporum ad int.	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2699	41.687567	43.433833	25.0	NA	KP967239	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	Y. Feng	NA	NA	TebNivi21	5400.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open snowfield at a saddle, alpine Anemone speciosa meadows	open snowfield at a saddle, alpine Anemone speciosa meadows	7690	565
LE285963	SSU	NA	Undefined	568	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Vaskelovo	Russsia	Leningrad Oblast	Vsevolozhskiy District	Vaskelovo	70	  30.398556	60.398750	10.0	NA	MT704226	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Vas2013_1	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Troitskoe lake	11011	1551
LE296744	SSU	NA	Undefined	566	NA	Lepidoderma	carestianum	FALSE	S1 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2810	41.683800	43.435400	10.0	NA	MT704225	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi13_4	4100.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7902	555
LE285880	SSU	NA	Undefined	574	NA	Lepidoderma	carestianum	FALSE	S1 / SU19R	TebNivi_10	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2751	41.686150	43.435083	25.0	NA	MT704224	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi23	5600.0	W	Teberda Nature Biospheric Reserve, ascent to Bolshaya Khatipara summit	open high alpine, grassy meadow at a shallow E-exp. slope	open high alpine, grassy meadow at a shallow E-exp. slope	7741	567
LE306559	SSU	NA	Undefined	587	NA	Leocarpus	fragilis	FALSE	S1 / SU19R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	191	32.358750	67.683617	25.0	NA	MT704219	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Lap590	12610.0	WNW	Kordon Nizhn'aja Chuna	coniferous forest with PICobo	Kupletsky brooke, near a waterfall	1712	148
LE318154	SSU	NA	Undefined	528	NA	Didymium	vaccinum	FALSE	S2 / SU19R	SN18	Spain	Andalusia	Sierra Nevada	Malaga	445	-4.4269	36.8775	NA	NA	MT704216	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Spain_2018_x2	2000	SW	Casabermeja	on litter of Opuntia	near hotel El Corte, N-exp. slopes, shrubs with Opuntia and olive trees, in depression near road	11108	1611
LE318153	SSU	NA	Undefined	542	NA	Didymium	vaccinum	FALSE	S2 / SU19R	SN18	Spain	Andalusia	Sierra Nevada	Malaga	445	-4.4269	36.8775	NA	NA	MT704215	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Spain_2018_x2	2000	SW	Casabermeja	on litter of Opuntia	near hotel El Corte, N-exp. slopes, shrubs with Opuntia and olive trees, in depression near road	11107	1611
LE317263	SSU	NA	Undefined	615	NA	Lepidoderma	tigrinum	FALSE	S1 / SU19R	Vaskelovo	Russia	Leningrad region	Karelian isthmus	Vaskelovo	NA	  30.415708	 60.410919	NA	NA	MH930667	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vaskelovo_2018_x1	NA	NA	NA	finally decayed log of Picea abies, 50 cm diam.	near the route from Vaskelovo to Karabicino	11102	1583
LE317262	SSU	NA	Undefined	615	NA	Lepidoderma	tigrinum	FALSE	S1 / SU19R	Vaskelovo	Russia	Leningrad region	Karelian isthmus	Vaskelovo	NA	  30.415708	 60.410919	NA	NA	MH930592	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vaskelovo_2018_x1	NA	NA	NA	finally decayed log of Picea abies, 50 cm diam.	near the route from Vaskelovo to Karabicino	11101	1583
LE317261	SSU	NA	Undefined	615	NA	Lepidoderma	tigrinum	FALSE	S1 / SU19R	Vaskelovo	Russia	Leningrad region	Karelian isthmus	Vaskelovo	NA	  30.415708	 60.410919	NA	NA	MH930665	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vaskelovo_2018_x1	NA	NA	NA	finally decayed log of Picea abies, 50 cm diam.	near the route from Vaskelovo to Karabicino	11100	1583
LE317260	SSU	NA	Undefined	615	NA	Lepidoderma	tigrinum	FALSE	S1 / SU19R	Vaskelovo	Russia	Leningrad region	Karelian isthmus	Vaskelovo	NA	  30.415708	 60.410919	NA	NA	MH930664	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vaskelovo_2018_x1	NA	NA	NA	finally decayed log of Picea abies, 50 cm diam.	near the route from Vaskelovo to Karabicino	11099	1583
LE307920	SSU	NA	Undefined	549	NA	Didymium	applanatum	FALSE	S1 / SU19R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MH930546	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11097	1553
LE307493	SSU	NA	Undefined	549	NA	Didymium	melanospermum	FALSE	S1 / SU19R	NSR15	Russia	Leningrad Oblast	Lodeinopolskiy District	Kovkenitsy	NA	  33.260250	 60.676250	NA	NA	MH930568	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	NSR_2015_x2	NA	NA	Nizhne-Svirskiy Nature Reserve	on coarse wood debirs of Picea abies	Nizhne-Svirskiy Biosphere reserve, near burned-out fir forest	11096	1582
LE307486	SSU	NA	Undefined	569	NA	Didymium	melanospermum	FALSE	S1 / SU19R	NSR15	Russia	Leningrad Oblast	Lodeinopolskiy District	Kovkenitsy	NA	  33.260250	 60.676250	NA	NA	MG647913	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	NSR_2015_x1	NA	NA	Nizhne-Svirskiy Nature Reserve	on coarse wood debirs of Picea abies	Nizhne-Svirskiy Biosphere reserve, near burned-out fir forest	11095	1581
LE305868	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	428	32.601733	67.656267	25.0	NA	KY123431	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Lap555	1840.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1191	127
LE305867	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	428	32.601733	67.656267	25.0	NA	KY123430	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Lap555	1840.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1190	127
LE305864	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	428	32.601733	67.656267	25.0	NA	KY123429	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Lap555	1840.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1187	127
LE305861	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	428	32.601733	67.656267	25.0	NA	KY123428	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Lap555	1840.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1184	127
LE305854	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	428	32.601733	67.656267	25.0	NA	KY123427	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Lap555	1840.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1177	127
LE305839	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	450	32.609500	67.654367	25.0	NA	KY123426	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Lap549	1510.0	WNW	Kordon Nizhn'aja Chuna	forest-tundra belt with Betula, Vaccinum, Juniperus, Picea, Salix	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1162	120
LE305731	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S3bF / S31R	Lap_15	Russia	Murmansk oblast	Kola Peninsula	Monchegorsk	338	32.609533	67.653483	25.0	NA	KY123425	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Lap539	1480.0	WNW	Kordon Nizhn'aja Chuna	start of the forest-tundra belt	Kordon Nizhn'aja Chuna, eco-route El'njun-2	1054	111
LE302498	SSU	NA	Undefined	553	NA	Didymium	leoninum	FALSE	S1 / SU19R	FE_14	Russia	Primorskiy Krai	Sikhote-Alin' Biosphere Reserve	Ternei	157	 136.510833	45.235194	10.0	NA	MH930565	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	FE2014_4700	NA	NA	NA	mixed forest with Betula, Tilia, Abies, Pinus	"kordon ""Yasnaia"", right bank of the river Maisa, near kordon"	10986	1526
LE299957	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Valamo	Russsia	Karelia	Valamo island	Sortavala	10	  30.935278	61.351694	10.0	NA	KY123407	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Val2013_12	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Skaleestyi	11003	1548
LE299932	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Valamo	Russsia	Karelia	Valamo island	Sortavala	0	  30.963028	61.383944	10.0	NA	KY123409	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Val2013_13	NA	NA	NA	boreal pine forest with Vaccinium myrtillus	Zimnyakovskoye natural boundary	11002	1549
LE299176	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Valamo	Russsia	Karelia	Valamo island	Sortavala	38	  31.023667	61.409417	10.0	NA	KY123410	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Val2013_9	NA	NA	NA	spruce forest	Chernyi nos	11001	1550
LE299175	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Valamo	Russsia	Karelia	Valamo island	Sortavala	38	  31.023667	61.409417	10.0	NA	KY123408	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Val2013_9	NA	NA	NA	spruce forest	Chernyi nos	11000	1550
LE297301	SSU	NA	Undefined	342	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Valamo	NA	NA	NA	NA	NA	NA	NA	NA	NA	KY123424	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11091	1553
LE297277	SSU	NA	Undefined	345	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	Valamo	NA	NA	NA	NA	NA	NA	NA	NA	NA	KY123423	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11090	1553
LE296757	SSU	NA	Undefined	564	NA	Lepidoderma	aggregatum	FALSE	S2 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2799	41.685350	43.435867	10.0	NA	MH930651	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi13_5	4000.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7916	556
LE296754	SSU	NA	Undefined	339	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2799	41.685350	43.435867	10.0	NA	KY123419	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi13_5	4000.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7912	556
LE296753	SSU	NA	Undefined	347	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2799	41.685350	43.435867	10.0	NA	KY123418	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi13_5	4000.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7911	556
LE296739	SSU	NA	Undefined	564	NA	Lepidoderma	aggregatum	FALSE	S2 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2810	41.683800	43.435400	10.0	NA	MH930650	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi13_4	4100.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7897	555
LE296737	SSU	NA	Undefined	564	NA	Lepidoderma	aggregatum	FALSE	S2 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2810	41.683800	43.435400	10.0	NA	MH930649	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi13_4	4100.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7895	555
LE296736	SSU	NA	Undefined	565	NA	Lepidoderma	aggregatum	FALSE	S2 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2810	41.683800	43.435400	10.0	NA	MH930648	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi13_4	4100.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7894	555
LE296733	SSU	NA	Undefined	562	NA	Lepidoderma	aggregatum	FALSE	S2 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2810	41.683800	43.435400	10.0	NA	MH930647	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	TebNivi13_4	4100.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7891	555
LE296722	SSU	NA	Undefined	566	NA	Lepidoderma	granuliferum	FALSE	S1 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2799	41.685350	43.435867	10.0	NA	MH930662	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi13_5	4000.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7880	556
LE296685	SSU	NA	Undefined	566	NA	Lepidoderma	granuliferum	FALSE	S1 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2799	41.685350	43.435867	10.0	NA	MH930661	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi13_5	4000.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7843	556
LE296670	SSU	NA	Undefined	563	NA	Lepidoderma	peyerimhoffii	FALSE	S1 / SU19R	TebNivi_13	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	2799	41.685350	43.435867	10.0	NA	MH930577	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	TebNivi13_5	4000.0	W	Teberda Nature Biospheric Reserve, administration of the reserve	alpine meadows, near snow patches	Malaya Khatipara Mt.	7828	556
LE296490	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	GAP13	Germany	Bavaria	Wettersteingebirge	Garmisch-Partenkirchen	1477	11.087310	47.458040	20.0	NA	KY123414	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	GAP_2013_03a	615.0	SW	Garmischer Haus	fringe of snow fields, 15 m higher, exp. 359° N, incl. 22°	ski track	4096	238
LE291737	SSU	NA	Undefined	549	NA	Didymium	leoninum	FALSE	S1 / SU19R	Vt_11	VIETNAM	Binh Phuoc province	Bu Gia Map district	Bu Gia Map settlement	574	107.204222	12.191556	10.0	NA	MH930564	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vt_208	NA	NA	Bu Gia Map National Park	submontane palm forest with Arenga pinnata (Wurmb) Merr.; Arecaceae	road from Kiem Lam station to Bu Gia Map	9362	927
LE291720	SSU	NA	Undefined	549	NA	Didymium	leoninum	FALSE	S1 / SU19R	Vt_11	VIETNAM	Binh Phuoc province	Bu Gia Map district	Bu Gia Map settlement	408	107.205722	12.206250	10.0	NA	MH930563	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vt_90	NA	NA	Bu Gia Map National Park	submountain polidominant tropical forest with: Dipterocarpaceae, Lythraceae, Rubiaceae, Theaceae, Lauraceae, Arecaceae	Bu Gia Map National Park, valley of the Dak Ca river, passing across the Dak Ca river	9346	903
LE291611	SSU	NA	Undefined	558	NA	Lepidoderma	chailletii	FALSE	S1 / SU19R	GAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	KY123413	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	tmp	NA	NA	NA	NA	NA	11089	1553
LE291369	SSU	NA	Undefined	551	NA	Didymium	leoninum	FALSE	S1 / SU19R	Vt_12	VIETNAM	Dong Nai province	Tan Phu district	Talai	152	107.421917	11.437639	15.0	NA	MH930562	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vt_47	NA	NA	Cat Tien National Park	the south vietnamese lowland dense monsoon semi-decidous tropical forest, secondary forest with numerous large lianes and different large tree species and Afzelia sp.	"right bank of the Dong Nai river (upper reach), road to the Bao Sao lake, near the tree ""Uncle Dong"""	9216	1129
LE291329	SSU	NA	Undefined	548	NA	Didymium	leoninum	FALSE	S1 / SU19R	Vt_11	VIETNAM	Dong Nai province	Tan Phu district	Talai	152	107.421917	11.437639	15.0	NA	MH930561	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vt_47	NA	NA	Cat Tien National Park	the south vietnamese lowland dense monsoon semi-decidous tropical forest, secondary forest with numerous large lianes and different large tree species and Afzelia sp.	"right bank of the Dong Nai river (upper reach), road to the Bao Sao lake, near the tree ""Uncle Dong"""	9176	1129
LE291078	SSU	NA	Undefined	552	NA	Didymium	clavus	FALSE	S1 / SU19R	Teberda	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	1306	  43.422972	 41.730000	40.0	NA	MH714789	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	I.S. Prikhodko	NA	NA	Teberda_2012_275	NA	NA	Teberda	coarse wood debris Acer platonoides	Teberda state reservation, left bank of the Teberda river	11087	1571
LE291077	SSU	NA	Undefined	549	NA	Didymium	clavus	FALSE	S1 / SU19R	Teberda	Russia	Karachaevo-Cherkesia	Northern Caucasus	Teberda	1306	  43.422972	 41.730000	40.0	NA	MH930547	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Teberda_2012_275	NA	NA	Teberda	coarse wood debris Acer platonoides	Teberda state reservation, left bank of the Teberda river	11086	1571
LE288021	SSU	NA	Undefined	551	NA	Didymium	leoninum	FALSE	S1 / SU19R	Vt_11	VIETNAM	Dong Nai province	Tan Phu district	Talai	152	107.421917	11.437639	15.0	NA	MH930560	NA	NA	NA	NA	NA	NA	NA	Oleg Shchepin	2021-11-23	NA	NA	O.N. Shchepin	NA	NA	Vt_47	NA	NA	Cat Tien National Park	the south vietnamese lowland dense monsoon semi-decidous tropical forest, secondary forest with numerous large lianes and different large tree species and Afzelia sp.	"right bank of the Dong Nai river (upper reach), road to the Bao Sao lake, near the tree ""Uncle Dong"""	9009	1129
